pct,org_code,org_name,org_type,chem_sub,bnf_name,quantity_per_item,jan_2020_items,jan_2021_items
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,2
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,855.0,1,0
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,855.0,0,1
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,0,1
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,0
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,855.0,0,1
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,855.0,2,0
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,855.0,1,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml mixture,855.0,1,0
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,855.0,3,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,0,1
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,0,1
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,0,1
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,1,0
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,2,0
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,2,1
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,1,0
15M,15M,NHS DERBY AND DERBYSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,1,0
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,858.0,2,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,0,2
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,3,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,2,0
NR5,NR5,LIVEWELL SOUTHWEST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,0,1
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,0,1
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,1,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,0,2
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,2,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,858.0,2,1
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,858.0,0,1
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,858.0,1,0
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,860.0,0,1
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,860.0,0,1
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,860.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,860.0,1,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,860.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,860.0,3,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,860.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,861.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,861.0,0,1
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,862.0,0,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,864.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,864.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,864.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,864.0,1,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,864.0,0,1
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,864.0,1,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,864.0,0,1
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,865.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,865.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,867.0,1,0
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,3,0
03H,03H,NHS NORTH EAST LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,3,3
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,4
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,6,4
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,0
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,3
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,3,0
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,1,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,2,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,1,3
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,1,3
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,1,0
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,3
107,107,NEWCASTLE CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,3,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,4
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,2,2
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,2
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,868.0,0,1
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,2
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,0
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,3,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,2
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,1
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,1
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,10,5
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,0,1
09D,09D,NHS BRIGHTON AND HOVE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,2,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,2,1
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,6,3
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,0
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,4,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,1,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,1,0
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,2,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,10,16
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,3,2
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,1
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,868.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,3,1
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,1,0
03J,X2C4Y,NHS KIRKLEES CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,2
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,0,5
06N,06N,NHS HERTS VALLEYS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,0,2
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,2
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,0,4
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,1,0
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,868.0,2,0
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,868.0,1,1
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,868.0,2,2
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,869.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,870.0,1,0
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,870.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,870.0,0,1
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,870.0,1,0
107,107,NEWCASTLE CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,870.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,870.0,2,5
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,870.0,1,0
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,871.0,0,1
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,871.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,871.0,1,1
117,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,871.0,1,0
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,871.0,0,3
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,871.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,872.0,0,1
00T,00T,NHS BOLTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,1,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,1
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,1,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,1,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,0,1
07W,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,4,0
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,1,0
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,875.0,2,0
DNE,DNE,COMPASS,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,2,0
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,875.0,2,3
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,0,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
01X,01X,NHS ST HELENS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
AA8,AA8,SMART CJS,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,875.0,1,0
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,876.0,1,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,880.0,7,2
07T,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,14,27
01X,01X,NHS ST HELENS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,3,1
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,2,0
05L,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,880.0,3,0
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,8,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,2
15N,15N,NHS DEVON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,5,6
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,2,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,1,1
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,6,2
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,1,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,6,2
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml mixture,880.0,0,1
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,880.0,1,0
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,1
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,6,3
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,18,13
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,11,3
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,3,1
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,0
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,0,1
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,880.0,4,3
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,880.0,7,2
00T,00T,NHS BOLTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,2,1
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,6,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,2,0
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,3,3
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,8,4
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,3,2
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,2,1
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,3
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,4,9
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,5,3
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,1,1
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,5,4
615,615,WEST BERKSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,0,1
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,2
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,0,1
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,1,0
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,880.0,0,4
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,37,27
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,3
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,880.0,1,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,880.0,1,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,880.0,5,1
